R,G,B,Character
152,156,168,D
152,156,168,D
153,156,168,D
152,139,111,D
152,136,101,D
153,156,168,D
153,156,168,D
153,137,101,D
154,151,148,D
154,157,169,D
154,137,102,D
154,137,102,D
154,137,102,D
154,138,102,D
154,138,102,D
154,138,102,D
154,149,142,U
154,157,169,U
154,140,110,U
153,137,102,U
154,157,169,U
154,157,169,U
153,137,102,U
154,137,102,U
154,157,169,U
154,157,169,U
154,157,169,U
154,157,169,U
155,157,169,U
154,154,155,U
154,138,102,U
154,138,102,U
154,138,102,U
154,138,102,U
154,138,102,U
154,151,149,R
154,157,169,R
154,144,122,R
154,138,102,R
154,156,165,R
154,157,169,R
154,157,169,R
154,157,168,R
154,157,169,R
154,157,169,R
153,137,102,R
154,137,102,R
154,157,169,R
154,149,142,R
153,137,102,R
153,137,102,R
153,137,102,R
153,137,102,R
153,137,102,R
154,148,138,I
154,157,169,I
153,141,115,I
153,137,102,I
154,157,169,I
154,157,169,I
153,137,101,I
153,137,102,I
153,137,102,I
153,137,101,I
153,137,102,I
153,137,102,N
154,157,169,N
154,157,169,N
154,157,169,N
154,157,169,N
154,157,169,N
154,157,169,N
153,137,102,N
153,137,101,N
154,157,169,N
154,157,169,N
153,137,101,N
153,137,101,N
153,137,101,N
153,137,101,N
153,137,101,N
153,144,125,G
153,157,169,G
154,157,169,G
154,157,169,G
154,157,169,G
154,157,169,G
154,157,169,G
154,138,102,G
154,139,108,G
154,157,169,G
154,157,169,G
154,157,169,G
154,157,169,G
154,157,169,G
154,139,106,G
154,138,102,G
154,157,169,G
154,158,169,G
154,138,102,G
154,138,102,G
154,138,102,G
154,138,102,G
154,138,102,G
154,138,102, 
154,138,102, 
154,138,102, 
155,138,102, 
154,138,102, 
155,138,102, 
155,139,102, 
155,139,102, 
154,139,102, 
155,139,102, 
154,139,102, 
155,139,102, 
154,138,102, 
154,143,118,P
155,158,169,P
155,153,154,P
154,138,102,P
154,148,139,P
154,157,169,P
154,157,169,P
153,157,168,P
153,156,168,P
153,156,168,P
153,137,101,P
152,136,101,P
153,156,168,P
153,156,168,P
152,155,168,P
152,156,168,P
152,155,167,P
151,136,100,P
151,135,100,P
151,155,167,P
151,155,167,P
151,135,100,P
151,135,100,P
151,135,100,P
151,135,100,P
150,135,100,P
150,135,100,R
150,154,166,R
150,154,166,R
149,134,99,R
149,133,99,R
149,153,166,R
149,153,166,R
149,153,166,R
149,153,166,R
150,154,166,R
150,152,157,R
151,136,100,R
152,144,127,R
154,157,169,R
154,138,102,R
154,139,102,R
155,139,102,R
154,139,102,R
154,139,102,R
154,156,165,E
154,157,168,E
152,137,102,E
152,136,100,E
151,136,100,E
151,135,100,E
150,135,100,E
150,135,100, 
150,134,99, 
150,135,100, 
150,135,100, 
150,135,100, 
151,135,100, 
151,135,100, 
151,135,100, 
151,136,100, 
151,136,100, 
151,136,100, 
152,136,100, 
152,136,100, 
152,136,100, 
151,136,100, 
151,136,100, 
151,136,100, 
151,136,100, 
151,136,100, 
151,136,100, 
151,136,100, 
151,136,100, 
151,136,100, 
151,135,100, 
151,136,100, 
151,136,100, 
151,135,100, 
151,135,100, 
151,141,119,A
151,154,167,A
151,142,125,A
150,135,100,A
151,150,153,A
151,154,166,A
151,155,167,A
150,154,166,A
150,155,166,A
150,134,100,A
150,134,99,A
150,134,99,A
150,134,99,A
150,134,99,A
149,134,99,N
150,154,166,N
150,154,166,N
150,154,166,N
150,154,166,N
149,153,166,N
149,153,166,N
149,133,99,N
149,133,99,N
149,153,166,N
149,144,136,N
149,133,99,N
149,133,99,N
149,133,99,N
149,133,99,N
149,133,99,D
149,153,166,D
150,154,166,D
150,154,166,D
150,154,166,D
150,154,166,D
150,135,100,D
150,135,100,D
151,154,167,D
151,154,167,D
151,135,100,D
151,135,100,D
151,154,167,D
151,155,167,D
151,135,100,D
150,135,100,D
150,135,100,D
150,134,100,D
150,134,99,D
150,134,99, 
150,134,99, 
150,134,99, 
149,134,99, 
149,134,99, 
149,134,99, 
150,134,99, 
150,134,99, 
150,134,100, 
150,134,100, 
150,134,100, 
151,135,100, 
151,135,100, 
151,140,115,P
152,155,168,P
152,145,132,P
153,137,101,P
154,146,130,P
155,158,169,P
155,159,170,P
155,159,170,P
156,160,169,P
156,160,170,P
155,140,103,P
155,139,103,P
155,159,170,P
155,159,169,P
154,158,169,P
154,158,169,P
154,157,169,P
154,157,169,P
153,137,101,P
153,138,105,P
153,156,168,P
152,138,105,P
152,136,101,P
152,136,100,P
152,136,100,P
152,136,100,P
151,136,100,O
151,155,167,O
151,155,167,O
150,155,166,O
150,154,166,O
150,154,166,O
149,151,158,O
149,134,99,O
149,139,117,O
149,153,166,O
149,153,166,O
149,154,166,O
150,154,166,O
150,154,166,O
150,134,99,O
150,134,99,O
151,154,167,O
151,155,167,O
151,155,167,O
151,154,167,O
151,155,167,O
151,147,142,O
150,135,100,O
150,135,100,O
150,134,100,O
150,134,99,O
149,134,99,O
150,146,139,S
150,154,166,S
149,134,99,S
150,134,99,S
150,154,166,S
150,154,165,S
150,134,99,S
150,141,123,S
150,154,166,S
150,141,122,S
150,135,100,S
150,135,100,S
150,135,100,S
151,136,100,S
151,136,100,S
152,154,165,T
152,155,168,T
152,156,168,T
152,156,168,T
152,156,168,T
152,156,168,T
152,143,122,T
152,136,100,T
151,136,100,T
151,136,100,T
151,136,100,T
151,136,100,T
151,155,167,T
151,155,167,T
151,154,167,T
151,155,166,T
150,155,166,T
150,154,166,T
150,135,100,T
150,135,100,T
150,135,100,T
150,135,100,T
150,135,100,T
150,135,100,T
151,155,167,R
152,155,167,R
152,136,101,R
153,137,101,R
154,158,169,R
155,158,169,R
155,158,169,R
155,158,169,R
155,158,169,R
154,150,143,R
154,138,102,R
154,149,139,R
154,157,169,R
153,137,101,R
152,137,101,R
152,137,101,R
152,136,101,R
152,136,100,R
152,149,145,A
152,156,168,A
152,137,101,A
153,137,101,A
154,157,169,A
154,157,169,A
154,158,169,A
154,158,169,A
154,158,169,A
154,158,170,A
154,138,102,A
155,138,102,A
154,138,102,A
154,138,102,A
153,137,101,A
152,137,101,I
152,156,168,I
151,152,156,I
150,135,100,I
150,141,121,I
150,154,166,I
150,142,122,I
150,135,99,I
150,135,99,I
150,135,100,I
150,135,100,I
151,143,123,N
152,156,168,N
153,156,168,N
153,157,168,N
154,157,169,N
154,157,169,N
153,138,101,N
153,138,102,N
154,157,169,N
154,157,168,N
153,137,101,N
153,137,101,N
152,137,101,N
152,137,101,N
152,136,100,N
151,136,100,I
151,156,167,I
151,155,167,I
151,136,100,I
151,136,100,I
151,155,167,I
151,152,156,I
152,136,100,I
152,136,101,I
153,137,101,I
154,137,102,I
154,138,102,I
155,152,148,N
155,159,170,N
155,159,170,N
156,159,171,N
156,159,171,N
156,149,134,N
155,140,103,N
156,157,163,N
156,160,171,N
155,140,103,N
155,140,103,N
155,140,103,N
156,140,103,N
155,139,103,N
155,140,103,N
156,159,169,G
156,160,170,G
156,160,171,G
156,160,171,G
157,160,171,G
157,160,171,G
156,140,104,G
156,140,104,G
157,160,171,G
156,160,170,G
156,159,170,G
156,159,170,G
155,159,170,G
155,159,170,G
155,139,103,G
155,139,103,G
155,159,170,G
155,156,162,G
154,139,102,G
154,139,102,G
154,139,102,G
154,139,102,G
155,140,103,G
155,140,103, 
155,140,103, 
156,140,103, 
156,140,103, 
155,140,103, 
155,140,103, 
155,140,103, 
155,139,103, 
154,139,103, 
154,138,102, 
154,138,102, 
154,137,102, 
153,137,101, 
152,136,101,S
153,156,168,S
152,155,164,S
151,136,100,S
151,143,126,S
152,155,167,S
151,142,124,S
151,135,100,S
151,154,166,S
151,155,167,S
150,135,100,S
150,135,100,S
150,134,100,S
150,134,99,S
150,134,99,S
150,134,100,C
150,154,166,C
150,154,166,C
150,154,166,C
150,154,166,C
150,154,166,C
150,152,161,C
149,134,99,C
150,146,139,C
150,154,166,C
149,139,115,C
149,134,99,C
150,152,161,C
150,154,166,C
150,154,166,C
151,155,167,C
151,154,167,C
152,153,161,C
151,136,100,C
152,144,128,C
152,156,168,C
153,144,129,C
153,137,101,C
154,137,102,C
154,138,102,C
155,139,103,C
156,140,104,A
159,162,172,A
160,163,173,A
163,146,108,A
164,147,108,A
167,170,178,A
168,171,178,A
170,173,179,A
171,174,179,A
171,174,180,A
171,159,128,A
171,154,113,A
170,154,113,A
169,153,112,A
169,153,112,A
167,151,111,A
166,160,144,N
165,168,176,N
165,168,176,N
164,167,175,N
163,166,175,N
162,151,122,N
161,145,107,N
160,164,173,N
160,164,172,N
158,143,105,N
158,143,105,N
157,142,104,N
156,142,104,N
155,141,103,N
155,141,103,N
154,159,170,N
154,159,168,N
153,158,169,N
153,157,169,N
152,157,168,N
152,156,168,N
151,136,100,N
150,136,100,N
150,154,166,N
150,154,166,N
149,134,99,N
148,133,99,N
148,133,99,N
149,134,99,N
150,134,99,N
150,135,100,I
152,156,167,I
152,156,168,I
153,137,101,I
153,137,101,I
153,157,168,I
154,157,168,I
153,137,101,I
153,137,101,I
152,137,101,I
152,137,101,I
152,136,100,I
152,136,100,I
152,155,167,N
152,156,168,N
152,156,167,N
152,156,167,N
152,156,168,N
152,143,124,N
152,136,100,N
152,152,155,N
153,156,168,N
152,136,100,N
152,136,101,N
152,137,101,N
153,137,101,N
153,137,101,N
153,155,161,G
153,157,168,G
153,157,168,G
153,157,168,G
154,157,168,G
153,157,168,G
153,137,101,G
152,137,101,G
153,156,168,G
153,156,168,G
153,156,168,G
152,156,168,G
152,156,168,G
152,150,149,G
152,136,100,G
152,144,129,G
152,156,167,G
151,137,103,G
151,136,100,G
151,136,100,G
151,136,100,G
151,136,100,G
151,136,100, 
151,136,100, 
151,136,100, 
151,136,100, 
151,135,100, 
151,136,100, 
151,135,100, 
151,135,100, 
151,135,100, 
150,135,100, 
150,135,100, 
150,134,99, 
149,134,99, 
149,134,99, 
149,154,166,S
149,153,166,S
149,133,99,S
148,133,99,S
149,153,165,S
149,153,165,S
148,133,98,S
148,134,103,S
149,153,166,S
148,140,120,S
149,134,99,S
149,134,99,S
149,134,99,S
149,134,99,S
149,134,99,S
149,154,166,E
149,154,166,E
149,135,99,E
149,134,99,E
149,134,99,E
148,134,99,E
148,134,99,E
149,140,120,S
149,153,166,S
149,144,133,S
149,134,99,S
150,151,155,S
151,155,167,S
152,138,106,S
153,137,101,S
154,158,169,S
154,158,169,S
154,139,102,S
154,139,102,S
154,138,102,S
154,138,102,S
153,137,101,S
152,136,101,S
151,155,167,S
151,155,167,S
149,134,99,S
149,134,99,S
149,154,166,S
149,148,146,S
149,134,99,S
149,143,130,S
149,154,165,S
149,134,101,S
149,134,99,S
149,134,99,S
149,134,99,S
149,134,99,S
149,134,99,I
149,154,166,I
149,151,156,I
149,134,99,I
149,141,121,I
149,154,166,I
149,148,146,I
149,134,99,I
149,134,99,I
149,134,99,I
149,134,99,I
149,134,99,I
149,154,166,O
149,154,166,O
150,154,166,O
150,154,166,O
150,154,166,O
150,141,119,O
151,136,100,O
151,155,167,O
152,156,168,O
152,155,168,O
152,156,168,O
152,156,168,O
153,156,168,O
153,147,137,O
154,138,102,O
155,148,133,O
158,161,171,O
159,163,173,O
162,165,174,O
163,166,174,O
166,168,175,O
166,150,110,O
169,152,112,O
170,154,112,O
172,156,114,O
173,157,115,O
174,177,182,N
175,177,182,N
176,179,183,N
177,179,183,N
177,180,184,N
177,180,184,N
177,162,118,N
177,162,118,N
178,182,184,N
178,182,184,N
178,162,118,N
177,162,118,N
178,161,117,N
177,161,117,N
178,161,117,N
177,161,117,S
176,179,183,S
175,178,182,S
175,159,116,S
173,158,115,S
174,177,182,S
173,174,171,S
172,156,114,S
172,165,147,S
170,174,179,S
171,161,136,S
169,154,112,S
169,154,112,S
169,153,112,S
169,154,112,S
169,153,112, 
168,153,111, 
167,152,111, 
166,151,110, 
165,150,109, 
164,149,109, 
163,148,108, 
162,147,107, 
161,146,106, 
160,145,106, 
161,146,106, 
161,146,107, 
162,147,107, 
163,147,108, 
163,148,108, 
163,148,108, 
163,147,108, 
162,147,107, 
162,147,107, 
162,146,107, 
162,147,107, 
162,147,107, 
163,148,108, 
163,148,108, 
164,149,108, 
164,149,108, 
165,149,109, 
165,149,109, 
166,163,154,F
166,170,176,F
165,150,109,F
165,149,109,F
165,169,176,F
164,168,176,F
163,148,108,F
163,148,108,F
163,167,175,F
162,167,174,F
162,166,174,F
161,166,174,F
160,165,173,F
159,144,105,F
158,143,105,F
158,163,171,F
157,162,171,F
156,141,103,F
155,140,103,F
154,140,102,F
153,139,102,F
153,138,101,F
152,156,163,R
151,156,167,R
150,136,100,R
149,135,99,R
149,154,166,R
149,154,166,R
148,152,165,R
147,152,165,R
147,152,165,R
147,152,166,R
149,134,99,R
150,135,100,R
153,157,168,R
154,155,155,R
155,141,103,R
156,141,103,R
155,141,103,R
155,140,103,R
155,139,103,O
154,158,169,O
153,157,169,O
153,157,168,O
152,156,168,O
152,155,168,O
152,148,141,O
152,136,101,O
152,154,162,O
152,155,168,O
152,155,168,O
152,155,168,O
151,153,167,O
150,152,166,O
149,150,166,O
149,130,98,O
152,141,120,O
153,156,168,O
154,157,169,O
154,157,169,O
155,159,170,O
157,159,169,O
157,140,103,O
156,140,103,O
156,140,104,O
155,140,103,O
155,140,103,O
154,140,103,O
154,156,160,M
154,159,170,M
155,159,170,M
154,159,169,M
154,159,169,M
155,159,169,M
154,139,102,M
154,139,102,M
155,159,169,M
155,159,170,M
155,159,169,M
156,159,170,M
157,160,171,M
157,160,171,M
158,141,105,M
158,142,105,M
160,143,106,M
161,143,106,M
162,144,107,M
162,145,107, 
163,145,108, 
164,145,108, 
164,145,108, 
165,145,108, 
165,146,108, 
166,146,109, 
166,147,109, 
166,147,109, 
166,148,110, 
167,148,110, 
167,148,110, 
168,149,110, 
168,168,178,A
170,170,178,A
170,150,111,A
169,150,111,A
170,170,178,A
170,170,178,A
169,169,178,A
169,169,177,A
169,169,178,A
169,169,178,A
168,149,110,A
168,149,110,A
168,149,110,A
168,149,110,A
168,148,110,A
168,148,110,A
167,148,110, 
167,148,110, 
167,148,110, 
167,148,110, 
167,148,110, 
166,147,110, 
166,147,109, 
166,147,109, 
166,147,109, 
166,146,109, 
166,146,109, 
166,146,109, 
166,146,108, 
166,160,156,C
166,166,175,C
166,166,175,C
166,165,175,C
166,166,174,C
165,165,175,C
165,145,108,C
165,146,112,C
165,165,175,C
165,158,150,C
165,145,108,C
165,159,155,C
165,165,174,C
165,165,174,C
165,165,175,C
165,165,175,C
164,165,175,C
164,145,107,C
164,145,107,C
164,164,174,C
164,164,175,C
163,144,107,C
163,144,107,C
162,144,107,C
162,143,106,C
162,143,106,O
162,163,173,O
161,162,173,O
161,162,173,O
161,162,172,O
161,162,171,O
160,141,105,O
160,141,105,O
160,157,158,O
160,161,171,O
159,161,172,O
159,160,172,O
159,160,172,O
159,160,171,O
158,140,104,O
158,140,104,O
158,159,171,O
158,159,171,O
157,159,170,O
157,159,170,O
157,158,170,O
157,158,169,O
156,138,103,O
155,138,103,O
155,138,103,O
155,138,103,O
155,138,103,O
155,138,103,O
155,158,170,G
155,158,170,G
155,158,169,G
155,158,170,G
156,158,169,G
155,158,170,G
155,138,103,G
155,138,103,G
155,158,170,G
156,158,169,G
156,158,169,G
156,159,169,G
158,159,171,G
158,147,127,G
160,142,105,G
161,151,136,G
162,163,174,G
161,144,109,G
161,143,106,G
161,143,106,G
160,142,105,G
159,141,105,G
158,140,105,G
158,160,170,N
157,159,171,N
157,159,170,N
156,158,169,N
156,158,170,N
155,151,148,N
155,138,102,N
155,144,123,N
156,158,169,N
156,149,139,N
156,139,103,N
157,140,103,N
158,140,104,N
159,142,105,N
160,143,105,I
163,164,174,I
164,165,175,I
165,147,109,I
166,148,109,I
167,168,177,I
167,162,154,I
167,149,110,I
167,149,110,I
166,148,109,I
166,148,109,I
166,148,109,I
166,148,109,T
166,168,175,T
166,167,176,T
165,166,175,T
165,166,174,T
163,162,165,T
162,145,106,T
162,144,106,T
161,143,106,T
161,143,106,T
161,143,106,T
161,163,173,I
161,163,172,I
161,143,106,I
162,144,106,I
163,164,174,I
164,165,174,I
163,145,108,I
163,145,108,I
163,145,107,I
162,144,107,I
161,143,106,I
161,143,106,V
160,162,172,V
160,161,172,V
159,141,105,V
158,140,104,V
158,160,171,V
158,156,156,V
157,140,104,V
157,156,160,V
157,159,171,V
157,139,104,V
157,139,104,V
158,159,171,V
158,159,171,V
158,160,171,V
160,161,172,V
160,162,171,V
162,143,106,V
162,144,106,V
164,145,107,V
164,145,107,V
164,145,108,V
164,145,108,V
165,165,175,E
164,165,175,E
163,145,107,E
163,144,107,E
162,144,107,E
162,143,106,E
161,143,106,E
161,142,105, 
160,142,105, 
160,142,105, 
160,141,105, 
160,141,105, 
160,141,105, 
160,141,105, 
160,141,105, 
160,141,105, 
160,141,105, 
160,142,105, 
160,142,105, 
160,142,105, 
161,142,105, 
161,142,105,P
161,162,173,P
161,162,173,P
161,142,106,P
161,142,105,P
161,162,172,P
161,162,173,P
161,161,172,P
161,161,172,P
160,161,172,P
160,144,113,P
160,141,105,P
160,161,172,P
160,161,172,P
160,161,171,P
160,161,172,P
160,161,172,P
160,161,172,P
159,141,105,P
159,141,105,P
159,160,172,P
159,160,172,P
159,140,105,P
159,140,105,P
159,140,105,P
159,140,105,P
159,140,105,P
158,140,104,E
159,160,171,E
158,152,145,E
158,140,104,E
158,140,104,E
158,140,104,E
159,140,104,E
159,140,105,E
159,146,124,R
160,161,171,R
160,145,117,R
160,142,105,R
161,159,162,R
162,162,172,R
163,163,174,R
163,164,175,R
164,164,175,R
164,164,175,R
164,145,108,R
165,145,108,R
165,166,176,R
166,165,169,R
167,148,110,R
168,149,111,R
170,151,112,R
171,151,113,R
172,153,114,R
173,154,114,S
174,174,181,S
175,172,173,S
177,157,116,S
177,162,131,S
177,177,184,S
178,165,135,S
178,159,118,S
178,178,184,S
178,177,184,S
178,159,117,S
178,159,117,S
178,159,117,S
177,158,116,S
175,157,116,S
173,174,180,P
171,172,179,P
168,150,111,P
166,150,110,P
166,168,176,P
165,168,176,P
165,167,176,P
165,167,176,P
165,167,175,P
165,167,175,P
163,146,108,P
162,150,124,P
162,165,174,P
161,164,173,P
160,164,172,P
161,164,173,P
162,165,175,P
162,147,110,P
161,146,107,P
161,165,174,P
160,157,151,P
159,144,106,P
159,143,106,P
159,143,106,P
160,144,106,P
160,144,106,P
160,156,149,E
161,164,174,E
161,145,107,E
162,145,107,E
162,145,108,E
162,145,108,E
161,142,106,E
159,140,105,E
158,157,171,C
159,157,171,C
160,159,172,C
161,160,173,C
163,162,175,C
163,163,174,C
164,144,108,C
164,145,108,C
165,165,176,C
164,165,175,C
163,145,108,C
163,149,123,C
164,165,174,C
165,165,176,C
167,167,176,C
168,167,177,C
169,170,177,C
168,153,120,C
165,148,109,C
165,166,175,C
163,165,175,C
162,145,109,C
160,143,106,C
160,143,105,C
158,141,105,C
158,141,105,C
157,145,123,T
156,159,171,T
155,158,169,T
155,158,170,T
155,158,169,T
155,158,170,T
155,139,103,T
154,138,103,T
154,138,102,T
154,138,102,T
153,137,101,T
153,140,111,I
153,157,168,I
153,144,123,I
154,139,102,I
154,159,170,I
156,160,170,I
156,141,103,I
155,140,103,I
154,139,102,I
151,137,100,I
151,137,100,I
153,146,127,V
154,159,170,V
154,146,123,V
154,140,103,V
156,161,171,V
156,161,170,V
156,141,104,V
156,141,104,V
158,162,172,V
158,162,171,V
160,144,106,V
160,144,106,V
161,164,174,V
161,164,173,V
160,164,172,V
160,164,172,V
161,164,173,V
161,164,173,V
160,144,106,V
159,144,105,V
158,143,105,V
158,143,105,V
157,142,105,V
157,145,114,E
156,160,171,E
156,151,138,E
155,140,103,E
155,140,104,E
155,140,104,E
156,140,104,E
157,141,104,E
157,141,104, 
158,142,105, 
158,142,105, 
158,142,105, 
158,142,105, 
159,143,105, 
159,143,105, 
159,143,105, 
159,143,105, 
159,143,105, 
159,143,105, 
158,143,105, 
159,143,105, 
159,160,162,W
158,162,172,W
157,142,104,W
157,141,104,W
156,160,171,W
156,160,170,W
155,159,169,W
154,158,169,W
154,158,169,W
154,157,169,W
153,137,101,W
153,137,101,W
154,157,168,W
153,157,168,W
153,157,168,W
153,157,168,W
152,156,168,W
151,144,128,W
151,136,100,W
151,136,101,W
152,137,101,W
153,137,102,W
153,138,102,W
154,138,102,E
154,158,169,E
155,159,170,E
156,141,103,E
157,142,104,E
160,145,106,E
160,145,106,E
160,146,106,E
160,145,106, 
158,144,105, 
157,143,105, 
155,141,103, 
154,139,102, 
152,137,101, 
152,137,100, 
152,137,100, 
151,137,100, 
152,137,101, 
152,138,101, 
152,138,101, 
153,138,101, 
153,139,102, 
154,152,145,H
155,160,170,H
155,141,103,H
156,141,104,H
157,161,171,H
157,161,171,H
156,141,104,H
154,139,103,H
155,159,169,H
155,154,151,H
155,140,103,H
156,156,156,H
156,160,170,H
155,145,117,H
155,140,102,H
155,139,102,H
154,139,102,H
153,138,101,H
152,137,101,H
152,156,167,Y
151,155,167,Y
150,155,167,Y
150,155,167,Y
150,155,167,Y
151,155,167,Y
152,137,102,Y
153,138,102,Y
154,159,170,Y
154,159,169,Y
154,139,103,Y
154,145,124,Y
154,159,170,Y
154,158,170,Y
153,157,169,Y
152,156,168,Y
150,155,167,Y
149,142,123,Y
149,134,99,Y
149,145,135,Y
149,154,166,Y
149,155,166,Y
151,156,168,Y
153,158,169,Y
155,160,171,Y
156,141,105,Y
158,142,105,Y
159,143,105,Y
160,144,107,Y
160,145,107,Y
161,149,120,P
161,165,174,P
161,151,127,P
161,145,106,P
160,163,169,P
160,164,173,P
158,162,171,P
157,161,170,P
155,160,170,P
155,159,170,P
154,140,103,P
155,140,103,P
157,161,171,P
158,162,172,P
158,162,171,P
158,162,171,P
158,162,171,P
158,161,172,P
157,141,104,P
157,141,104,P
157,161,171,P
156,155,151,P
156,141,103,P
155,140,103,P
155,140,103,P
154,140,103,P
154,139,102,P
154,159,170,O
154,159,170,O
154,158,169,O
154,158,170,O
154,158,170,O
155,155,156,O
155,140,103,O
156,151,139,O
156,160,171,O
155,159,170,O
154,159,170,O
154,158,169,O
154,158,169,O
152,137,101,O
152,136,101,O
152,156,168,O
152,157,169,O
153,157,169,O
154,157,169,O
154,158,169,O
154,156,164,O
153,137,102,O
152,137,101,O
152,136,101,O
151,136,100,O
150,136,100,T
151,156,167,T
152,157,168,T
153,157,169,T
154,159,170,T
155,160,170,T
157,150,134,T
157,142,105,T
159,143,106,T
160,144,106,T
160,144,106,T
160,144,105,H
159,163,172,H
158,162,172,H
157,141,104,H
156,141,103,H
154,159,169,H
154,154,157,H
152,137,101,H
152,141,117,H
151,156,168,H
151,136,100,H
150,139,112,H
151,155,167,H
150,141,119,H
150,135,100,H
150,135,100,H
150,135,100,H
150,135,100,H
150,135,100,H
150,135,100, 
150,135,100, 
150,135,99, 
150,135,99, 
150,135,99, 
149,135,99, 
150,135,99, 
150,135,99, 
150,135,100, 
150,135,100, 
150,135,100, 
150,136,100, 
151,136,100, 
151,139,110,E
152,156,168,E
151,146,136,E
151,136,100,E
151,136,100,E
151,136,100,E
151,136,100,E
151,136,100,E
151,154,163,S
151,155,167,S
150,136,100,S
150,135,100,S
151,155,167,S
151,151,152,S
151,136,100,S
151,145,131,S
151,156,167,S
151,136,100,S
151,136,100,S
151,136,100,S
151,136,100,S
152,136,101,S
152,136,101,I
153,157,168,I
153,157,168,I
152,137,101,I
152,136,101,I
152,156,168,I
152,156,167,I
151,136,100,I
152,136,101,I
152,137,101,I
152,137,101,I
153,137,101,I
153,138,101,Z
154,158,168,Z
154,158,168,Z
153,157,169,Z
153,157,169,Z
153,157,168,Z
153,157,168,Z
153,137,101,Z
153,138,102,Z
154,157,169,Z
154,157,168,Z
153,157,169,Z
153,157,168,Z
153,157,169,Z
153,138,101,Z
154,138,102,Z
154,158,169,Z
154,151,144,Z
154,139,103,Z
155,151,144,Z
154,159,170,Z
154,139,103,Z
154,139,103,Z
154,139,102,Z
154,138,102,Z
153,138,102,Z
153,137,101,Z
152,146,132,E
152,156,168,E
151,136,100,E
151,136,100,E
150,135,100,E
150,135,100,E
150,135,100,E
150,135,100,E
151,155,167,D
152,156,168,D
152,156,168,D
153,157,168,D
154,158,169,D
154,158,169,D
154,139,102,D
155,140,103,D
157,161,171,D
158,161,170,D
158,142,105,D
157,142,105,D
157,161,171,D
156,142,108,D
154,140,102,D
154,139,102,D
153,138,101,D
153,138,101,D
152,137,101,D
152,137,101, 
153,138,102, 
154,138,102, 
154,139,103, 
154,139,103, 
154,139,103, 
154,139,103, 
154,139,103, 
154,139,103, 
155,140,103, 
154,140,103, 
154,139,102, 
154,139,102, 
154,145,125,T
154,158,169,T
154,158,169,T
154,158,169,T
154,158,169,T
154,158,169,T
154,153,152,T
154,139,102,T
154,139,103,T
154,139,103,T
154,139,102,T
154,139,102,T
154,145,126,H
154,158,169,H
152,143,122,H
152,136,100,H
151,148,143,H
151,156,167,H
150,136,100,H
150,136,100,H
150,155,167,H
150,155,167,H
149,135,100,H
149,135,100,H
149,154,166,H
149,154,166,H
148,134,99,H
148,134,99,H
148,133,99,H
148,133,98,H
148,134,99,H
149,134,99,A
150,155,167,A
151,156,168,A
153,137,102,A
154,138,102,A
155,159,171,A
156,160,171,A
156,160,171,A
156,160,171,A
155,159,171,A
155,155,156,A
154,139,102,A
154,139,102,A
154,138,102,A
154,138,102,A
154,138,102,A
154,145,122,T
154,159,170,T
154,159,170,T
155,159,170,T
155,159,170,T
155,159,170,T
155,140,103,T
155,140,103,T
155,140,103,T
155,140,103,T
155,140,103,T
155,140,103, 
155,140,103, 
155,140,103, 
154,139,103, 
154,139,103, 
154,139,103, 
154,139,102, 
154,139,103, 
154,139,103, 
154,139,103, 
154,139,102, 
154,139,102, 
154,138,102, 
154,138,102, 
154,138,102, 
154,138,102, 
154,138,102, 
154,138,102, 
154,138,102, 
153,138,102, 
153,137,101, 
153,137,101, 
153,138,102, 
153,137,102, 
154,138,102, 
154,138,102, 
154,158,169,A
154,158,169,A
154,138,102,A
154,138,102,A
154,158,169,A
154,158,169,A
154,158,169,A
154,158,169,A
154,158,169,A
154,158,168,A
154,138,102,A
154,138,102,A
154,138,102,A
154,138,102,A
154,139,102,A
155,143,115,S
155,159,170,S
154,152,147,S
154,139,103,S
154,152,149,S
155,159,170,S
154,139,102,S
154,138,102,S
154,158,169,S
154,154,157,S
153,137,101,S
152,137,101,S
152,137,101,S
152,137,101,S
153,137,101,S
153,137,102, 
153,137,101, 
153,137,101, 
153,137,101, 
153,137,101, 
153,137,102, 
154,138,102, 
154,138,102, 
155,140,103, 
155,140,103, 
156,140,104, 
156,141,104, 
156,140,104, 
156,140,104, 
157,155,153,A
157,161,171,A
156,140,104,A
156,140,104,A
156,160,170,A
155,159,170,A
154,158,170,A
154,158,169,A
154,158,169,A
154,151,148,A
152,137,101,A
152,136,101,A
152,137,101,A
152,137,101,A
152,137,101, 
152,137,101, 
153,137,101, 
153,137,102, 
153,138,102, 
153,138,102, 
153,137,102, 
153,137,102, 
153,137,102, 
154,138,102, 
154,139,103, 
154,139,102, 
154,139,102, 
154,139,102, 
154,158,170,R
154,159,169,R
154,139,103,R
155,140,103,R
156,160,170,R
156,160,170,R
156,159,171,R
155,159,170,R
155,159,169,R
154,139,102,R
154,141,113,R
154,158,169,R
154,144,123,R
153,137,101,R
153,137,101,R
153,137,101,R
152,137,101,R
152,136,101,R
153,156,168,E
153,157,168,E
153,137,101,E
153,137,101,E
153,138,102,E
153,138,102,E
154,138,102,E
154,138,102,S
154,158,170,S
154,158,168,S
154,138,102,S
154,138,102,S
154,158,170,S
154,158,169,S
153,137,101,S
