R,G,B,Character
105,105,109,O
105,107,115,O
105,107,115,O
105,108,115,O
105,108,115,O
105,108,115,O
105,94,73,O
104,94,72,O
104,106,114,O
103,105,113,O
102,105,113,O
102,105,113,O
102,104,112,O
102,104,112,O
101,91,70,O
101,91,71,O
102,91,70,O
101,91,71,O
102,91,71, 
102,91,70, 
102,91,70, 
101,91,70, 
101,90,71, 
101,90,70, 
100,90,69, 
100,90,70, 
100,90,69, 
100,90,70, 
100,90,70, 
100,90,69, 
100,91,74,E
100,103,112,E
100,97,93,E
100,90,69,E
100,90,69,E
100,90,69,E
100,90,69,E
100,90,69,E
100,103,111,I
100,103,111,I
100,89,69,I
100,89,69,I
99,102,111,I
99,102,111,I
99,88,69,I
98,88,68,I
98,88,68,I
98,88,69,I
98,88,68,I
98,88,69,T
98,101,110,T
98,101,110,T
98,101,110,T
98,101,110,T
98,101,110,T
98,101,110,T
97,87,67,T
97,87,68,T
96,87,67,T
96,87,68,T
96,87,67,T
96,100,109,H
96,100,109,H
96,86,67,H
96,86,66,H
96,99,109,H
96,90,80,H
95,86,67,H
96,99,109,H
96,99,109,H
95,86,67,H
96,86,67,H
96,99,109,H
96,99,108,H
95,86,66,H
95,86,67,H
95,85,66,H
95,85,66,H
94,85,65,H
94,90,85,E
93,97,107,E
93,84,65,E
92,83,64,E
92,83,64,E
91,82,64,E
91,82,64,E
91,82,64,R
91,95,106,R
91,88,83,R
91,82,64,R
91,93,100,R
91,95,105,R
91,95,106,R
91,95,106,R
91,95,106,R
91,95,106,R
91,82,63,R
91,82,64,R
91,95,105,R
91,94,103,R
90,81,63,R
89,81,63,R
89,80,63,R
88,80,62,R
88,79,62,R
87,79,62, 
87,79,61, 
87,79,62, 
87,79,62, 
87,79,61, 
87,79,61, 
87,79,62, 
87,79,61, 
87,79,60, 
86,78,60, 
86,78,61, 
85,78,61, 
85,77,60, 
85,85,84,A
85,90,101,A
84,76,59,A
83,76,59,A
82,88,100,A
82,88,100,A
81,87,99,A
80,86,99,A
79,85,98,A
79,85,98,A
79,73,56,A
79,72,56,A
78,72,56,A
78,71,56,A
78,71,56,A
78,71,56, 
78,71,55, 
77,70,55, 
77,71,55, 
77,71,55, 
77,70,55, 
77,70,55, 
78,71,56, 
79,72,56, 
79,73,57, 
80,73,57, 
81,74,58, 
82,74,58, 
82,75,58, 
82,75,58,R
82,88,100,R
82,85,90,R
81,74,58,R
81,78,73,R
80,86,99,R
80,86,99,R
80,86,98,R
79,85,98,R
79,85,98,R
79,80,81,R
79,72,57,R
80,77,72,R
80,86,99,R
80,74,58,R
80,73,57,R
80,74,57,R
81,74,57,R
81,74,57,R
81,73,57,R
81,82,85,E
81,87,99,E
80,76,66,E
80,73,57,E
80,73,57,E
80,73,57,E
80,73,57,E
80,73,57,D
81,86,99,D
81,87,99,D
81,87,99,D
81,87,99,D
81,87,99,D
81,73,57,D
81,73,57,D
81,87,99,D
81,86,99,D
81,73,57,D
81,74,58,D
81,87,99,D
82,87,100,D
82,74,58,D
82,75,58,D
82,75,59,D
83,75,59,D
83,76,59,D
84,76,59,I
85,90,101,I
85,86,87,I
85,77,59,I
85,91,102,I
86,90,99,I
86,78,61,I
86,78,60,I
86,78,61,I
87,78,61,I
87,79,60,I
87,92,101,S
88,93,103,S
88,79,62,S
88,79,62,S
89,93,104,S
89,93,104,S
89,80,62,S
89,80,62,S
89,94,104,S
89,94,104,S
89,81,62,S
89,81,63,S
89,81,62,S
89,81,62,S
90,81,62,S
90,81,63, 
90,81,62, 
90,81,63, 
90,81,63, 
90,81,63, 
91,82,63, 
91,82,64, 
91,82,64, 
91,82,63, 
92,83,63, 
92,83,64, 
92,83,64, 
92,83,64, 
92,88,80,T
93,97,106,T
93,97,107,T
93,97,107,T
93,97,107,T
94,97,107,T
94,94,96,T
94,84,66,T
94,84,65,T
94,84,66,T
94,85,65,T
94,85,65,T
95,92,89,R
95,99,108,R
95,85,66,R
95,86,66,R
96,99,109,R
96,99,109,R
96,100,109,R
96,100,109,R
97,100,109,R
97,100,109,R
97,87,68,R
97,87,67,R
98,101,110,R
98,101,110,R
98,88,67,R
98,88,67,R
98,88,68,R
98,88,67,R
98,88,67,R
98,88,68,I
98,101,110,I
98,94,88,I
98,88,67,I
98,92,80,I
98,101,110,I
98,96,93,I
98,88,68,I
98,87,68,I
98,88,67,I
97,87,68,I
97,87,67,I
97,92,81,B
97,100,110,B
97,100,110,B
97,100,110,B
97,100,109,B
97,100,109,B
97,87,68,B
96,87,67,B
97,100,109,B
97,90,76,B
96,86,67,B
96,100,109,B
96,99,109,B
96,86,66,B
96,86,67,B
96,99,109,B
96,99,109,B
96,86,66,B
96,86,66,B
96,86,66,B
96,86,66,B
95,86,66,B
95,85,67,U
95,99,108,U
96,99,108,U
95,85,66,U
95,85,66,U
95,98,108,U
95,99,108,U
95,85,65,U
95,93,92,U
95,98,108,U
95,98,108,U
94,98,108,U
94,98,108,U
94,97,107,U
93,84,65,U
93,83,65,U
93,83,65,U
92,83,64,U
92,83,65,U
92,83,64,T
92,96,106,T
92,96,106,T
92,96,106,T
92,96,106,T
92,96,106,T
92,85,72,T
92,83,64,T
93,83,65,T
93,83,64,T
93,83,65,T
93,83,64,T
93,96,106,I
92,96,106,I
92,83,64,I
92,83,65,I
92,96,106,I
92,96,106,I
92,83,65,I
92,83,65,I
92,83,64,I
93,83,64,I
92,83,65,I
92,83,65,O
93,97,107,O
93,97,107,O
93,97,107,O
93,97,107,O
94,98,108,O
94,98,108,O
94,85,65,O
95,85,66,O
95,99,108,O
95,99,108,O
95,99,108,O
95,99,108,O
95,99,108,O
95,96,96,O
96,87,67,O
96,96,92,O
97,101,110,O
97,102,110,O
98,102,110,O
98,102,110,O
98,89,68,O
98,90,69,O
98,89,68,O
98,89,69,O
97,89,69,O
97,89,68,N
97,102,110,N
97,102,110,N
97,102,110,N
97,102,110,N
97,102,110,N
97,102,110,N
96,88,68,N
96,88,67,N
96,101,110,N
96,99,103,N
96,88,67,N
96,87,67,N
95,87,67,N
95,87,66,N
94,86,66,N
94,86,67, 
94,86,66, 
94,86,66, 
94,86,66, 
94,86,65, 
93,85,66, 
93,85,66, 
92,85,65, 
92,84,65, 
92,84,65, 
91,84,65, 
91,84,64, 
91,83,65,O
91,96,106,O
90,96,105,O
89,95,105,O
89,95,105,O
89,94,105,O
88,81,63,O
87,81,63,O
87,94,104,O
87,93,104,O
87,93,104,O
87,93,104,O
87,93,104,O
87,84,74,O
86,80,61,O
86,90,94,O
86,93,103,O
86,92,103,O
85,92,103,O
85,92,102,O
85,91,102,O
84,78,60,O
84,77,60,O
83,77,60,O
83,77,60,O
83,77,58,O
82,76,59,O
82,88,96,R
82,89,100,R
82,76,59,R
81,75,58,R
81,88,100,R
80,88,99,R
80,87,99,R
79,87,98,R
78,86,98,R
78,85,98,R
77,72,56,R
77,71,55,R
77,84,97,R
77,84,97,R
76,71,55,R
76,71,55,R
75,70,55,R
75,71,54,R
75,70,54,R
75,70,54, 
73,69,54, 
73,68,53, 
72,68,53, 
73,68,52, 
71,67,51, 
70,66,51, 
69,65,50, 
69,65,50, 
68,64,49, 
68,64,49, 
66,63,49, 
66,62,48, 
67,63,48,A
66,75,90,A
66,75,90,A
66,62,48,A
66,63,48,A
66,75,90,A
66,75,90,A
66,75,90,A
68,76,90,A
68,76,90,A
67,64,49,A
68,64,49,A
68,64,49,A
67,63,50,A
68,65,50,A
69,65,50, 
69,65,50, 
69,65,50, 
68,64,49, 
68,64,49, 
68,64,49, 
67,63,49, 
68,64,49, 
67,64,49, 
68,64,49, 
68,64,49, 
68,64,49, 
68,64,49, 
68,69,63,R
68,76,91,R
67,72,77,R
67,64,49,R
67,67,62,R
66,75,90,R
65,75,89,R
65,75,89,R
65,74,89,R
65,74,89,R
65,71,78,R
65,61,47,R
63,68,70,R
64,73,88,R
63,63,58,R
61,58,45,R
60,58,45,R
61,58,44,R
60,57,44,R
60,57,44,R
61,70,85,E
60,69,86,E
61,57,44,E
61,57,44,E
61,57,44,E
61,57,44,E
61,57,44,E
61,57,44,E
61,69,86,O
61,69,86,O
62,70,86,O
62,71,87,O
62,70,87,O
61,67,78,O
61,58,45,O
62,63,61,O
63,71,87,O
64,72,88,O
64,73,88,O
64,73,88,O
65,73,88,O
63,61,49,O
63,60,46,O
63,73,88,O
62,72,87,O
63,72,87,O
62,71,87,O
62,71,87,O
61,61,52,O
61,58,44,O
61,58,44,O
60,57,44,O
60,57,43,O
60,56,43,O
59,69,85,R
59,68,84,R
58,55,42,R
58,55,42,R
58,68,84,R
58,67,84,R
58,67,84,R
59,67,84,R
59,67,84,R
59,68,85,R
60,56,43,R
60,56,43,R
61,70,85,R
61,70,84,R
61,57,44,R
61,57,44,R
60,56,44,R
60,56,44,R
59,56,44,R
60,64,69,G
60,68,85,G
60,68,85,G
60,69,85,G
60,68,85,G
60,62,66,G
60,56,43,G
60,69,84,G
60,69,85,G
60,69,85,G
60,69,85,G
60,68,85,G
60,68,85,G
59,55,43,G
59,55,43,G
60,68,85,G
60,68,85,G
59,55,43,G
59,55,43,G
59,55,43,G
59,55,43,G
59,55,43,G
59,64,72,A
59,68,84,A
59,57,49,A
59,55,43,A
59,67,84,A
59,67,84,A
59,67,84,A
59,68,84,A
59,68,84,A
59,68,84,A
59,55,43,A
59,55,43,A
59,55,43,A
59,55,43,A
59,55,43,A
59,55,43,A
59,66,78,N
59,67,84,N
59,68,85,N
59,69,85,N
60,69,85,N
60,68,85,N
60,56,43,N
60,57,48,N
60,68,85,N
60,65,76,N
60,56,43,N
60,57,44,N
61,57,44,N
62,58,45,N
63,59,46,N
64,73,89,I
65,73,89,I
67,62,48,I
67,63,49,I
69,76,91,I
68,77,92,I
68,64,50,I
69,65,50,I
68,64,50,I
68,65,50,I
68,64,49,I
68,69,66,Z
69,77,91,Z
69,77,91,Z
67,76,91,Z
67,76,91,Z
67,76,91,Z
67,63,49,Z
66,62,48,Z
65,74,90,Z
66,75,89,Z
66,74,89,Z
66,74,89,Z
66,74,89,Z
66,69,74,Z
65,62,48,Z
66,75,90,Z
67,75,90,Z
66,61,49,Z
66,62,48,Z
66,75,90,Z
66,75,90,Z
67,63,49,Z
66,62,49,Z
68,64,49,Z
68,64,49,Z
66,63,49,Z
67,63,49,Z
66,75,90,A
67,75,90,A
65,62,48,A
65,62,47,A
64,74,89,A
65,73,89,A
65,73,88,A
65,73,88,A
65,73,89,A
65,65,62,A
65,61,47,A
65,61,47,A
65,61,48,A
65,61,48,A
65,62,48,T
66,75,89,T
65,75,89,T
65,75,89,T
66,74,89,T
66,74,89,T
64,64,58,T
64,60,47,T
63,60,46,T
63,59,46,T
62,60,46,T
63,59,45,I
62,71,87,I
62,72,87,I
62,59,45,I
62,58,45,I
62,70,86,I
61,70,86,I
61,57,44,I
60,57,44,I
60,57,44,I
60,56,44,I
60,56,43,I
60,57,47,O
60,68,85,O
60,68,85,O
60,69,85,O
60,69,85,O
59,67,84,O
59,55,43,O
59,63,69,O
59,67,84,O
59,67,84,O
59,67,84,O
59,68,84,O
59,67,84,O
59,55,43,O
59,55,43,O
60,68,85,O
60,68,85,O
60,70,85,O
61,69,85,O
61,71,86,O
62,63,64,O
62,58,45,O
63,59,45,O
63,59,45,O
63,59,46,O
62,59,46,N
63,72,88,N
64,73,88,N
63,73,88,N
65,73,88,N
65,73,88,N
65,64,58,N
65,61,47,N
65,73,84,N
65,74,89,N
66,62,48,N
65,61,48,N
66,63,48,N
67,63,48,N
67,63,49,N
66,62,49, 
67,63,49, 
66,63,49, 
66,62,48, 
66,62,48, 
66,62,48, 
65,61,48, 
65,61,47, 
65,61,47, 
65,61,47, 
65,61,47, 
64,60,47, 
64,60,47, 
63,59,46, 
61,58,45, 
60,57,44, 
60,57,44, 
60,56,43, 
60,56,43, 
59,56,43, 
59,56,43, 
60,56,43, 
60,56,43, 
60,56,44, 
60,56,44, 
61,57,44, 
61,69,86,K
61,70,86,K
62,70,86,K
61,70,86,K
61,69,86,K
61,62,62,K
61,57,44,K
61,69,85,K
60,69,85,K
60,56,44,K
59,56,44,K
61,69,85,K
61,70,85,K
61,70,85,K
60,69,86,K
61,70,86,K
62,71,86,K
62,58,45,K
62,58,45,K
62,58,45,K
62,58,45,K
62,58,45,K
62,70,83,E
62,71,87,E
62,58,45,E
63,59,45,E
62,58,46,E
62,58,46,E
62,59,46,E
62,65,69,L
63,71,87,L
62,60,51,L
63,59,45,L
63,71,87,L
63,71,87,L
63,71,87,L
62,71,87,L
62,70,86,L
61,70,86,L
62,58,44,L
61,58,44,L
62,70,86,L
62,71,86,L
62,58,45,L
62,58,45,L
62,70,86,L
62,65,67,L
62,58,45,L
62,58,45,L
62,58,45,L
62,58,45,L
62,58,45,L
63,68,74,L
64,73,88,L
64,61,53,L
64,60,46,L
64,73,87,L
65,73,88,L
65,72,88,L
65,73,89,L
65,74,89,L
66,66,62,L
67,62,48,L
66,72,82,L
67,75,90,L
68,63,49,L
68,64,50,L
70,76,87,L
70,77,92,L
70,64,51,L
71,66,51,L
72,67,51,L
72,67,52,L
72,67,52,L
72,67,52,Y
73,81,94,Y
73,81,95,Y
74,82,95,Y
74,82,95,Y
75,83,96,Y
75,83,96,Y
76,72,55,Y
76,72,55,Y
77,85,97,Y
77,84,96,Y
76,72,55,Y
76,73,63,Y
76,84,97,Y
76,84,97,Y
77,85,97,Y
77,85,98,Y
78,86,98,Y
77,72,56,Y
77,77,71,Y
77,85,98,Y
77,85,97,Y
77,85,97,Y
77,85,98,Y
78,85,98,Y
77,73,56,Y
78,72,56,Y
77,73,56,Y
77,73,56,Y
77,71,55,Y
76,71,55, 
76,71,55, 
76,72,55, 
76,71,55, 
76,71,55, 
76,71,55, 
76,71,55, 
77,71,55, 
77,71,55, 
77,71,55, 
77,71,55, 
77,72,55, 
77,73,56, 
78,72,56, 
78,79,76,A
79,86,98,A
79,76,64,A
79,74,57,A
79,81,81,A
79,86,98,A
79,86,98,A
79,86,98,A
79,86,98,A
78,84,93,A
78,73,56,A
78,73,56,A
78,72,56,A
78,72,56,A
78,72,56,A
77,83,94,N
77,84,97,N
77,84,97,N
77,84,97,N
77,84,97,N
77,84,97,N
77,71,56,N
78,72,56,N
78,85,98,N
78,85,98,N
78,72,57,N
78,72,56,N
78,73,56,N
78,72,56,N
78,71,56,N
77,77,73,D
77,84,97,D
77,83,97,D
77,83,97,D
77,84,97,D
77,73,63,D
78,71,56,D
79,86,98,D
80,86,99,D
81,74,58,D
82,75,59,D
83,90,101,D
84,91,102,D
85,78,60,D
85,79,60,D
85,79,60,D
86,79,61,D
86,79,60,D
86,79,61, 
87,80,62, 
87,80,62, 
89,81,62, 
89,82,64, 
91,83,64, 
91,84,64, 
92,84,64, 
92,85,66, 
93,85,66, 
93,86,65, 
94,86,66, 
95,87,67, 
95,87,68, 
96,96,95,G
96,101,110,G
96,101,110,G
97,102,110,G
97,102,110,G
98,95,86,G
98,90,68,G
99,98,93,G
100,104,112,G
101,105,113,G
101,105,113,G
102,106,113,G
102,106,113,G
102,93,72,G
103,94,71,G
104,108,115,G
104,108,115,G
105,95,72,G
105,95,74,G
106,96,74,G
106,97,74,G
107,97,74,G
107,100,83,A
109,112,118,A
109,108,106,A
110,99,76,A
110,110,111,A
110,113,119,A
111,114,119,A
111,114,119,A
111,114,119,A
111,110,106,A
112,101,77,A
113,102,78,A
114,103,78,A
115,104,79,A
115,104,79,A
115,113,107,R
116,118,122,R
116,105,80,R
116,105,80,R
118,120,123,R
119,120,124,R
120,122,125,R
121,122,125,R
122,123,126,R
122,123,126,R
123,118,107,R
122,110,84,R
122,122,122,R
122,123,126,R
122,110,84,R
122,110,84,R
123,111,84,R
123,111,84,R
124,111,85,R
123,111,85,R
123,124,127,A
123,124,127,A
122,110,83,A
121,109,83,A
122,123,127,A
124,124,127,A
127,127,129,A
128,128,130,A
129,129,131,A
129,117,90,A
129,116,88,A
129,116,89,A
129,116,88,A
129,116,88,A
130,116,89,A
131,127,120,V
133,133,134,V
134,120,91,V
134,122,97,V
134,133,134,V
132,126,115,V
132,119,90,V
132,124,107,V
132,132,133,V
133,125,110,V
133,119,91,V
135,129,118,V
136,134,135,V
136,136,136,V
137,136,136,V
136,135,136,V
136,135,135,V
135,121,92,V
134,120,91,V
134,120,91,V
133,119,91,V
135,121,92,V
136,122,92,V
137,136,136,A
138,136,136,A
137,123,93,A
137,123,93,A
138,136,136,A
138,136,136,A
137,136,136,A
136,135,136,A
136,135,136,A
136,127,109,A
137,122,93,A
137,122,93,A
139,124,95,A
140,125,95,A
142,127,97,N
143,141,140,N
144,141,140,N
143,141,140,N
143,140,139,N
142,140,139,N
140,125,95,N
139,124,95,N
138,136,136,N
138,136,136,N
138,123,94,N
138,123,94,N
138,123,94,N
138,123,94,N
137,122,93,N
136,122,93,N
136,121,92, 
135,120,92, 
135,120,91, 
134,119,91, 
134,119,91, 
135,119,91, 
136,120,92, 
136,121,92, 
136,121,93, 
136,122,93, 
137,122,93, 
138,123,94, 
138,123,94, 
138,123,94, 
138,123,94, 
137,122,93, 
135,120,92, 
134,120,91, 
132,118,90, 
131,117,89, 
129,115,88, 
129,115,87, 
128,114,87, 
128,114,87, 
128,114,87, 
128,114,87, 
128,115,87, 
129,116,88, 
131,117,89, 
132,117,90, 
132,117,90, 
132,117,90, 
131,117,90, 
131,116,89, 
130,115,89, 
130,115,88, 
128,113,87, 
127,112,86, 
126,111,85, 
125,111,85, 
126,112,85, 
127,112,86, 
128,114,88, 
130,115,88, 
132,118,90, 
133,118,90, 
132,118,90, 
132,117,90, 
130,116,89, 
130,116,89, 
129,115,88, 
129,115,88, 
128,114,87, 
128,114,87, 
128,113,87, 
128,113,87, 
128,114,87, 
128,114,88, 
131,116,89, 
131,116,89, 
131,116,89, 
130,116,89, 
128,114,87, 
127,113,87, 
125,111,85, 
125,110,85, 
124,110,84, 
124,110,85, 
125,111,85, 
126,111,86, 
128,113,87, 
128,114,87, 
128,113,87, 
128,113,87, 
128,113,86, 
128,113,86, 
126,111,85, 
126,111,85, 
127,112,85, 
127,112,85, 
126,111,86, 
127,112,86, 
129,114,87, 
130,114,88, 
131,115,89, 
131,115,89, 
132,116,89, 
132,116,89, 
131,115,88, 
130,115,88, 
130,114,87, 
130,115,88, 
130,114,87, 
129,114,87, 
128,113,86, 
127,112,86, 
126,111,85, 
126,111,85, 
128,113,86, 
128,114,87, 
127,113,86, 
127,112,86, 
126,112,86, 
127,112,86, 
128,114,87, 
129,114,87, 
130,115,88, 
131,115,88, 
132,117,89, 
133,118,90, 
134,118,90, 
134,118,91, 
136,120,92, 
136,120,92, 
133,117,90, 
132,116,89, 
128,113,87,A
128,126,128,A
127,116,100,A
126,112,86,A
128,121,114,A
129,127,130,A
132,129,132,A
133,131,132,A
136,134,135,A
138,135,136,A
141,124,95,A
141,124,95,A
142,125,95,A
142,125,95,A
142,125,95,A
141,126,98,C
139,136,136,C
138,135,135,C
136,133,134,C
134,131,133,C
131,128,131,C
130,114,88,C
129,113,87,C
128,126,129,C
128,119,106,C
128,112,86,C
127,119,106,C
128,126,128,C
128,126,129,C
128,126,129,C
128,126,129,C
128,127,129,C
128,114,87,C
128,114,87,C
128,126,129,C
127,125,128,C
124,110,84,C
124,109,84,C
126,111,85,C
128,113,87,C
135,119,91,C
137,122,93,C
143,139,139,C
144,140,140,C
144,140,139,C
144,140,139,C
144,140,139,C
143,140,139,C
141,125,95,C
141,125,95,C
139,137,136,C
138,136,136,C
136,121,91,C
134,119,90,C
131,130,131,C
130,129,130,C
129,128,130,C
128,128,129,C
128,127,129,C
128,118,102,C
127,112,86,C
126,122,118,C
126,124,127,C
125,110,85,C
125,111,85,C
125,110,84,C
124,109,83,C
123,109,83,C
123,109,84,O
124,123,127,O
126,124,128,O
128,126,129,O
132,129,132,O
134,131,133,O
139,133,128,O
142,126,96,O
146,136,120,O
147,143,142,O
148,145,142,O
148,145,142,O
146,143,141,O
145,141,140,O
142,126,96,O
142,126,96,O
142,139,138,O
141,138,138,O
140,137,137,O
140,137,136,O
139,136,136,O
139,136,136,O
139,124,94,O
140,124,94,O
141,125,95,O
142,126,96,O
142,126,96,O
142,127,99,R
145,141,140,R
145,136,124,R
147,130,100,R
149,143,139,R
152,147,145,R
152,148,144,R
154,149,145,R
154,149,145,R
153,141,120,R
153,135,103,R
152,142,126,R
151,147,144,R
149,140,128,R
147,131,99,R
145,128,98,R
145,128,98,R
144,127,97,R
143,126,96,R
144,139,137,D
144,140,139,D
143,139,139,D
143,139,138,D
141,138,137,D
141,138,137,D
139,123,94,D
138,122,93,D
135,133,133,D
133,124,112,D
129,115,88,D
129,125,122,D
128,126,129,D
128,112,86,D
128,113,86,D
128,113,87,D
130,115,88,D
131,115,88,D
130,127,127,I
130,127,130,I
129,113,86,I
128,113,86,I
129,126,129,I
130,127,130,I
132,116,89,I
133,117,90,I
135,119,91,I
136,119,92,I
136,120,92,I
136,119,91,I
135,131,133,N
134,131,132,N
132,129,131,N
131,128,130,N
129,127,129,N
128,126,129,N
128,112,86,N
128,113,86,N
129,127,129,N
129,124,119,N
130,114,88,N
131,115,88,N
131,115,88,N
131,115,88,N
129,113,86,N
128,126,128,G
127,125,128,G
127,125,128,G
126,124,127,G
125,123,127,G
125,123,126,G
124,110,84,G
124,109,84,G
124,121,120,G
124,122,126,G
124,122,126,G
124,122,126,G
124,122,126,G
124,122,126,G
124,110,84,G
125,110,84,G
125,123,125,G
125,124,127,G
124,110,84,G
124,110,83,G
123,109,83,G
122,108,82,G
122,108,82,G
122,107,82, 
122,107,82, 
121,107,82, 
121,107,82, 
121,107,82, 
121,107,82, 
120,106,81, 
120,106,81, 
120,105,81, 
119,105,81, 
119,105,80, 
119,105,80, 
119,105,80, 
119,105,80, 
120,119,123,T
121,119,123,T
121,120,124,T
122,120,124,T
122,121,125,T
122,121,125,T
122,108,82,T
122,108,82,T
122,108,82,T
122,108,82,T
122,108,82,T
122,112,94,O
123,122,125,O
123,122,125,O
123,122,126,O
123,122,126,O
124,120,118,O
123,109,83,O
124,118,111,O
124,122,126,O
124,122,126,O
124,122,126,O
124,122,126,O
124,122,126,O
124,109,83,O
124,109,83,O
124,122,126,O
124,122,126,O
123,122,125,O
123,122,125,O
123,121,125,O
123,122,125,O
123,109,83,O
123,109,83,O
123,109,83,O
123,109,83,O
122,108,82,O
122,108,82,T
122,121,125,T
122,121,125,T
122,121,125,T
122,121,125,T
122,120,125,T
122,112,96,T
122,107,82,T
122,108,82,T
122,108,83,T
122,108,83,T
123,118,114,H
123,121,125,H
123,108,83,H
123,108,83,H
123,122,126,H
123,122,126,H
123,109,84,H
124,109,84,H
125,123,127,H
125,123,127,H
126,111,85,H
126,115,98,H
127,125,128,H
127,116,102,H
127,111,86,H
127,111,86,H
127,112,86,H
128,113,86,H
129,113,87,H
128,126,129,I
129,126,129,I
129,113,87,I
129,116,94,I
129,127,130,I
130,123,117,I
130,114,88,I
130,115,88,I
131,115,88,I
131,115,89,I
131,116,89,I
131,115,89,S
131,128,131,S
131,122,111,S
130,115,88,S
130,122,112,S
130,127,130,S
129,114,89,S
128,113,86,S
128,125,128,S
128,125,128,S
126,111,85,S
126,111,85,S
125,110,84,S
125,110,84,S
124,110,84,S
124,109,84, 
125,110,84, 
125,110,85, 
126,111,85, 
126,111,85, 
127,112,86, 
128,112,86, 
128,113,87, 
128,113,87, 
130,114,88, 
130,115,88, 
131,115,89, 
132,116,89, 
133,130,132,C
133,130,132,C
133,130,132,C
134,131,132,C
135,132,133,C
136,132,133,C
136,119,91,C
135,119,91,C
134,131,133,C
133,129,129,C
131,115,88,C
130,120,105,C
128,126,129,C
128,126,128,C
127,125,128,C
126,124,128,C
125,123,127,C
124,121,121,C
122,108,83,C
122,116,109,C
123,121,125,C
123,112,92,C
126,111,85,C
126,111,85,C
125,111,85,C
125,111,85,C
125,110,84,C
124,117,108,L
125,123,127,L
125,110,84,L
125,111,84,L
125,124,127,L
125,124,127,L
125,124,127,L
125,124,127,L
124,123,127,L
122,114,101,L
122,108,83,L
121,115,105,L
121,120,124,L
121,108,87,L
120,106,81,L
119,118,123,L
118,118,122,L
117,104,80,L
117,104,79,L
116,103,79,L
115,102,79,L
115,102,78,L
115,102,78,A
115,115,121,A
115,115,121,A
115,102,78,A
115,104,86,A
114,114,120,A
115,114,120,A
114,114,120,A
113,114,119,A
113,114,119,A
113,101,78,A
112,99,76,A
112,99,76,A
110,98,75,A
110,98,75,A
110,98,75,S
110,111,117,S
109,104,96,S
108,96,73,S
106,102,99,S
105,107,114,S
104,92,71,S
104,92,71,S
104,105,113,S
103,105,113,S
102,91,70,S
102,91,70,S
102,91,70,S
101,90,69,S
101,90,69,S
101,90,69,S
101,103,112,S
101,103,112,S
100,90,69,S
100,90,69,S
100,103,111,S
100,100,102,S
99,88,68,S
99,98,100,S
98,101,110,S
98,87,68,S
98,87,67,S
97,87,67,S
97,87,67,S
97,87,67,S
96,91,81,I
96,99,109,I
96,86,66,I
95,85,66,I
95,98,108,I
95,98,108,I
94,84,66,I
94,84,65,I
93,84,65,I
93,84,64,I
93,83,65,I
92,83,64,I
92,96,106,F
92,96,106,F
91,82,64,F
91,82,63,F
91,95,105,F
91,95,105,F
90,81,64,F
90,81,62,F
91,95,105,F
90,94,105,F
90,94,105,F
90,94,105,F
90,94,105,F
89,93,104,F
88,79,61,F
88,79,62,F
88,92,103,F
87,92,103,F
87,78,61,F
86,78,61,F
86,78,60,F
86,78,61,F
86,78,60,F
86,88,94,I
86,91,102,I
86,78,61,I
86,78,60,I
86,91,102,I
86,86,86,I
85,77,60,I
85,77,59,I
85,77,60,I
85,77,60,I
85,76,60,I
85,84,84,C
85,90,101,C
85,90,102,C
85,90,102,C
85,90,101,C
85,90,102,C
85,77,59,C
85,77,59,C
85,90,102,C
85,90,102,C
85,77,60,C
85,78,65,C
85,90,101,C
85,90,101,C
85,90,101,C
85,89,101,C
84,89,101,C
84,83,83,C
83,75,59,C
84,87,97,C
83,88,100,C
83,75,59,C
83,75,59,C
83,75,59,C
84,76,58,C
84,76,59,C
84,87,94,A
84,89,101,A
83,75,59,A
83,75,59,A
83,88,100,A
83,89,100,A
83,88,100,A
83,88,100,A
82,88,100,A
82,88,100,A
82,74,58,A
82,74,58,A
82,75,59,A
82,75,59,A
82,75,59,A
82,74,58,T
82,87,100,T
82,87,100,T
81,87,99,T
81,87,99,T
81,86,99,T
81,81,82,T
81,73,57,T
80,73,57,T
80,73,57,T
80,73,57,T
80,73,57,T
81,86,98,I
81,87,99,I
81,74,58,I
81,73,58,I
81,87,99,I
80,84,92,I
80,73,57,I
80,73,57,I
79,73,57,I
79,72,57,I
79,72,57,I
79,72,57,O
79,85,98,O
79,85,98,O
79,85,98,O
78,84,97,O
78,84,97,O
78,74,64,O
78,71,56,O
78,83,95,O
78,84,97,O
78,84,97,O
78,84,97,O
77,84,97,O
77,83,97,O
77,71,59,O
76,69,55,O
76,82,96,O
76,82,96,O
75,81,95,O
74,81,95,O
74,81,95,O
75,81,95,O
74,67,53,O
74,69,53,O
74,69,53,O
75,68,54,O
75,69,54,O
75,70,59,N
76,82,96,N
76,82,96,N
77,83,96,N
77,83,96,N
77,83,96,N
77,71,57,N
77,70,55,N
77,83,96,N
76,83,96,N
76,70,54,N
76,70,54,N
75,70,54,N
75,69,54,N
75,68,54, 
75,68,54, 
75,70,54, 
76,70,54, 
76,70,54, 
76,69,54, 
76,69,55, 
76,70,55, 
77,70,55, 
77,70,55, 
77,71,55, 
77,71,55, 
77,71,55, 
77,71,55, 
77,71,55, 
78,71,56, 
78,71,56, 
78,71,56, 
79,71,56, 
79,72,56, 
79,72,56, 
79,72,56, 
79,72,56, 
79,73,56, 
79,72,56, 
79,72,56, 
